C1_latency_p95,C2_tokens_total,C3_cost_total,C4_tool_calls_total,D1_tool_error_rate,D2_communication_count,D3_handoff_count,P1_steps_total,P2_backtrack_rate,P3_loop_score,P4_verification_density,Q1_success_rate,Q2_completion_rate,R1_success_var,R2_latency_var,R3_tokens_var,agents,benchmark,eval_avg_score,eval_completion_rate,eval_success_rate,runs,stage_act_events,stage_act_latency_ms,stage_act_tokens,stage_act_tool_errors,stage_act_verify_density,stage_finalize_events,stage_finalize_latency_ms,stage_finalize_tokens,stage_finalize_tool_errors,stage_finalize_verify_density,stage_plan_events,stage_plan_latency_ms,stage_plan_tokens,stage_plan_tool_errors,stage_plan_verify_density,stage_retrieve_events,stage_retrieve_latency_ms,stage_retrieve_tokens,stage_retrieve_tool_errors,stage_retrieve_verify_density,stage_revise_events,stage_revise_latency_ms,stage_revise_tokens,stage_revise_tool_errors,stage_revise_verify_density,stage_verify_events,stage_verify_latency_ms,stage_verify_tokens,stage_verify_tool_errors,stage_verify_verify_density,system_label,task_dir,task_id,topology,system_root,sas_score,sas_success_rate,sas_latency_ms,sas_tokens_total,sas_communication_count,sas_tool_calls_total,score_delta_vs_sas,success_delta_vs_sas,latency_delta_ms_vs_sas,tokens_delta_vs_sas,communication_delta_vs_sas,tool_calls_delta_vs_sas,score_win_vs_sas,score_tie_vs_sas,score_loss_vs_sas
76941.02766851336,270700.0,0.0,41.0,0.0,8.0,18.0,116.0,0.0258620689655172,0.1724137931034483,0.1637931034482758,0.0,1.0,0.0,0.0,0.0,4,browsecomp,0.0,1.0,0.0,1,11.0,70820.50629216246,265329.0,0.0,0.0,1.0,1.0,139.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,82.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,19.0,6034.521376350895,5232.0,0.0,1.0,orchestrator_with_discussion,/Users/maoxunhuang/Desktop/MAS_Analyzer/artifacts/full_experiment/20260330T200430Z/browsecomp/orchestrator_with_discussion/772,772,orchestrator_with_discussion,/Users/maoxunhuang/Desktop/MAS_Analyzer/artifacts/full_experiment/20260330T200430Z/browsecomp/orchestrator_with_discussion,0.0,0.0,6772.266374960542,37316.0,0.0,4.0,0.0,0.0,70168.76129355282,233384.0,8.0,37.0,0,1,0
48987.954791275784,201335.0,0.0,36.0,0.0,8.0,15.0,97.0,0.0206185567010309,0.0103092783505154,0.1443298969072164,0.0,1.0,0.0,0.0,0.0,4,browsecomp,0.0,1.0,0.0,1,8.0,44609.25616510213,199071.0,0.0,0.0,1.0,1.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,72.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,14.0,4303.69862617366,2159.0,0.0,1.0,orchestrator_with_discussion,/Users/maoxunhuang/Desktop/MAS_Analyzer/artifacts/full_experiment/20260330T200430Z/browsecomp/orchestrator_with_discussion/773,773,orchestrator_with_discussion,/Users/maoxunhuang/Desktop/MAS_Analyzer/artifacts/full_experiment/20260330T200430Z/browsecomp/orchestrator_with_discussion,0.0,0.0,13836.968749906868,137500.0,0.0,8.0,0.0,0.0,35150.98604136892,63835.0,8.0,28.0,0,1,0
18166.518207060173,6986.0,0.0,6.0,0.0,0.0,5.0,27.0,0.037037037037037,0.0,0.2962962962962963,0.0,1.0,0.0,0.0,0.0,4,workbench,0.0,1.0,0.0,1,4.0,16515.50787407905,5797.0,0.0,0.0,1.0,1.0,73.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,12.0,12.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,8.0,1636.0103329811243,1116.0,0.0,1.0,fully_linked_debate,/Users/maoxunhuang/Desktop/MAS_Analyzer/artifacts/full_experiment/20260330T200430Z/workbench/fully_linked_debate/multi_domain_0,multi_domain_0,fully_linked_debate,/Users/maoxunhuang/Desktop/MAS_Analyzer/artifacts/full_experiment/20260330T200430Z/workbench/fully_linked_debate,0.0,0.0,11478.262292047964,4403.0,0.0,4.0,0.0,0.0,6688.255915012209,2583.0,0.0,2.0,0,1,0
17010.41591705382,7147.0,0.0,7.0,0.0,0.0,5.0,29.0,0.0344827586206896,0.0,0.2758620689655172,0.0,1.0,0.0,0.0,0.0,4,workbench,0.0,1.0,0.0,1,4.0,15264.039875008166,6128.0,0.0,0.0,1.0,1.0,140.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,14.0,14.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,8.0,1729.3760420456529,879.0,0.0,1.0,fully_linked_debate,/Users/maoxunhuang/Desktop/MAS_Analyzer/artifacts/full_experiment/20260330T200430Z/workbench/fully_linked_debate/multi_domain_1,multi_domain_1,fully_linked_debate,/Users/maoxunhuang/Desktop/MAS_Analyzer/artifacts/full_experiment/20260330T200430Z/workbench/fully_linked_debate,0.0,0.0,10443.184208089486,5476.0,0.0,5.0,0.0,0.0,6567.231708964333,1671.0,0.0,2.0,0,1,0
41065.221126118675,23992.0,0.0,19.0,0.0,12.0,13.0,63.0,0.0317460317460317,0.2698412698412698,0.2063492063492063,1.0,1.0,0.0,0.0,0.0,4,workbench,1.0,1.0,1.0,1,8.0,37698.06354213506,22387.0,0.0,0.0,1.0,1.0,93.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,38.0,38.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,13.0,3325.157583983615,1512.0,0.0,1.0,fully_linked_debate,/Users/maoxunhuang/Desktop/MAS_Analyzer/artifacts/full_experiment/20260330T200430Z/workbench/fully_linked_debate/multi_domain_2,multi_domain_2,fully_linked_debate,/Users/maoxunhuang/Desktop/MAS_Analyzer/artifacts/full_experiment/20260330T200430Z/workbench/fully_linked_debate,0.0,0.0,8693.672332972288,4406.0,0.0,4.0,1.0,1.0,32371.548793146387,19586.0,12.0,15.0,1,0,0
14859.078750927,6188.0,0.0,5.0,0.0,0.0,5.0,25.0,0.04,0.0,0.32,0.0,1.0,0.0,0.0,0.0,4,workbench,0.0,1.0,0.0,1,4.0,13198.157791979613,4891.0,0.0,0.0,1.0,1.0,47.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,8.0,1647.9209589473903,1250.0,0.0,1.0,fully_linked_debate,/Users/maoxunhuang/Desktop/MAS_Analyzer/artifacts/full_experiment/20260330T200430Z/workbench/fully_linked_debate/multi_domain_3,multi_domain_3,fully_linked_debate,/Users/maoxunhuang/Desktop/MAS_Analyzer/artifacts/full_experiment/20260330T200430Z/workbench/fully_linked_debate,0.0,0.0,8451.684874912724,4831.0,0.0,5.0,0.0,0.0,6407.3938760142755,1357.0,0.0,0.0,0,1,0
34906.477750543505,19343.0,0.0,13.0,0.0,12.0,13.0,51.0,0.0392156862745098,0.3333333333333333,0.2549019607843137,1.0,1.0,0.0,0.0,0.0,4,workbench,1.0,1.0,1.0,1,8.0,32167.53545962274,17524.0,0.0,0.0,1.0,1.0,62.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,26.0,26.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,13.0,2708.942290920764,1757.0,0.0,1.0,fully_linked_debate,/Users/maoxunhuang/Desktop/MAS_Analyzer/artifacts/full_experiment/20260330T200430Z/workbench/fully_linked_debate/multi_domain_4,multi_domain_4,fully_linked_debate,/Users/maoxunhuang/Desktop/MAS_Analyzer/artifacts/full_experiment/20260330T200430Z/workbench/fully_linked_debate,0.0,0.0,8125.630666095763,4430.0,0.0,4.0,1.0,1.0,26780.84708444774,14913.0,12.0,9.0,1,0,0
51333.4710839577,26744.0,0.0,22.0,0.0,4.0,15.0,73.0,0.0410958904109589,0.2328767123287671,0.2054794520547945,0.0,1.0,0.0,0.0,0.0,4,workbench,0.0,1.0,0.0,1,10.0,46486.78358411416,24158.0,0.0,0.0,1.0,1.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,44.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,15.0,4798.687499843538,2503.0,0.0,1.0,group_chat_debate,/Users/maoxunhuang/Desktop/MAS_Analyzer/artifacts/full_experiment/20260330T200430Z/workbench/group_chat_debate/multi_domain_0,multi_domain_0,group_chat_debate,/Users/maoxunhuang/Desktop/MAS_Analyzer/artifacts/full_experiment/20260330T200430Z/workbench/group_chat_debate,0.0,0.0,11478.262292047964,4403.0,0.0,4.0,0.0,0.0,39855.20879190974,22341.0,4.0,18.0,0,1,0
31943.024000978097,16392.0,0.0,14.0,0.0,0.0,7.0,47.0,0.0425531914893617,0.0,0.2127659574468085,0.0,1.0,0.0,0.0,0.0,4,workbench,0.0,1.0,0.0,1,6.0,29323.48483381793,14660.0,0.0,0.0,1.0,1.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,28.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,10.0,2588.5391671601683,1629.0,0.0,1.0,group_chat_debate,/Users/maoxunhuang/Desktop/MAS_Analyzer/artifacts/full_experiment/20260330T200430Z/workbench/group_chat_debate/multi_domain_1,multi_domain_1,group_chat_debate,/Users/maoxunhuang/Desktop/MAS_Analyzer/artifacts/full_experiment/20260330T200430Z/workbench/group_chat_debate,0.0,0.0,10443.184208089486,5476.0,0.0,5.0,0.0,0.0,21499.83979288861,10916.0,0.0,9.0,0,1,0
48562.16587349214,23867.0,0.0,20.0,0.0,4.0,15.0,69.0,0.0434782608695652,0.2753623188405797,0.217391304347826,1.0,1.0,0.0,0.0,0.0,4,workbench,1.0,1.0,1.0,1,10.0,44462.87487447262,21347.0,0.0,0.0,1.0,1.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,15.0,4055.2909990195185,2437.0,0.0,1.0,group_chat_debate,/Users/maoxunhuang/Desktop/MAS_Analyzer/artifacts/full_experiment/20260330T200430Z/workbench/group_chat_debate/multi_domain_2,multi_domain_2,group_chat_debate,/Users/maoxunhuang/Desktop/MAS_Analyzer/artifacts/full_experiment/20260330T200430Z/workbench/group_chat_debate,0.0,0.0,8693.672332972288,4406.0,0.0,4.0,1.0,1.0,39868.49354051985,19461.0,4.0,16.0,1,0,0
25913.31666576676,12835.0,0.0,12.0,0.0,0.0,7.0,43.0,0.0465116279069767,0.0,0.2325581395348837,0.0,1.0,0.0,0.0,0.0,4,workbench,0.0,1.0,0.0,1,6.0,22776.79587481543,11064.0,0.0,0.0,1.0,1.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,24.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,10.0,3109.5207909513265,1719.0,0.0,1.0,group_chat_debate,/Users/maoxunhuang/Desktop/MAS_Analyzer/artifacts/full_experiment/20260330T200430Z/workbench/group_chat_debate/multi_domain_3,multi_domain_3,group_chat_debate,/Users/maoxunhuang/Desktop/MAS_Analyzer/artifacts/full_experiment/20260330T200430Z/workbench/group_chat_debate,0.0,0.0,8451.684874912724,4831.0,0.0,5.0,0.0,0.0,17461.631790854037,8004.0,0.0,7.0,0,1,0
50726.47208156064,28335.0,0.0,22.0,0.0,4.0,15.0,73.0,0.0410958904109589,0.2328767123287671,0.2054794520547945,1.0,1.0,0.0,0.0,0.0,4,workbench,1.0,1.0,1.0,1,10.0,44449.54558252357,25452.0,0.0,0.0,1.0,1.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,44.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,15.0,6228.926499037072,2791.0,0.0,1.0,group_chat_debate,/Users/maoxunhuang/Desktop/MAS_Analyzer/artifacts/full_experiment/20260330T200430Z/workbench/group_chat_debate/multi_domain_4,multi_domain_4,group_chat_debate,/Users/maoxunhuang/Desktop/MAS_Analyzer/artifacts/full_experiment/20260330T200430Z/workbench/group_chat_debate,0.0,0.0,8125.630666095763,4430.0,0.0,4.0,1.0,1.0,42600.84141546488,23905.0,4.0,18.0,1,0,0
44965.28854109533,20049.0,0.0,20.0,0.0,0.0,5.0,52.0,0.0192307692307692,0.0,0.1153846153846153,0.0,1.0,0.0,0.0,0.0,4,workbench,0.0,1.0,0.0,1,4.0,44917.28854109533,19994.0,0.0,0.0,1.0,1.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,1.0,only_voting,/Users/maoxunhuang/Desktop/MAS_Analyzer/artifacts/full_experiment/20260330T200430Z/workbench/only_voting/multi_domain_0,multi_domain_0,only_voting,/Users/maoxunhuang/Desktop/MAS_Analyzer/artifacts/full_experiment/20260330T200430Z/workbench/only_voting,0.0,0.0,11478.262292047964,4403.0,0.0,4.0,0.0,0.0,33487.02624904737,15646.0,0.0,16.0,0,1,0
31873.021042032167,14575.0,0.0,15.0,0.0,0.0,5.0,42.0,0.0238095238095238,0.0,0.1428571428571428,0.0,1.0,0.0,0.0,0.0,4,workbench,0.0,1.0,0.0,1,4.0,31835.021042032167,14451.0,0.0,0.0,1.0,1.0,124.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,30.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,1.0,only_voting,/Users/maoxunhuang/Desktop/MAS_Analyzer/artifacts/full_experiment/20260330T200430Z/workbench/only_voting/multi_domain_1,multi_domain_1,only_voting,/Users/maoxunhuang/Desktop/MAS_Analyzer/artifacts/full_experiment/20260330T200430Z/workbench/only_voting,0.0,0.0,10443.184208089486,5476.0,0.0,5.0,0.0,0.0,21429.83683394268,9099.0,0.0,10.0,0,1,0
28882.426458839327,15789.0,0.0,16.0,0.0,0.0,5.0,44.0,0.0227272727272727,0.0,0.1363636363636363,0.0,1.0,0.0,0.0,0.0,4,workbench,0.0,1.0,0.0,1,4.0,28842.426458839327,15737.0,0.0,0.0,1.0,1.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,32.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,1.0,only_voting,/Users/maoxunhuang/Desktop/MAS_Analyzer/artifacts/full_experiment/20260330T200430Z/workbench/only_voting/multi_domain_2,multi_domain_2,only_voting,/Users/maoxunhuang/Desktop/MAS_Analyzer/artifacts/full_experiment/20260330T200430Z/workbench/only_voting,0.0,0.0,8693.672332972288,4406.0,0.0,4.0,0.0,0.0,20188.75412586704,11383.0,0.0,12.0,0,1,0
39601.47058297694,23257.0,0.0,22.0,0.0,0.0,5.0,56.0,0.0178571428571428,0.0,0.1071428571428571,0.0,1.0,0.0,0.0,0.0,4,workbench,0.0,1.0,0.0,1,4.0,39549.47058297694,23176.0,0.0,0.0,1.0,1.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,44.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,1.0,only_voting,/Users/maoxunhuang/Desktop/MAS_Analyzer/artifacts/full_experiment/20260330T200430Z/workbench/only_voting/multi_domain_3,multi_domain_3,only_voting,/Users/maoxunhuang/Desktop/MAS_Analyzer/artifacts/full_experiment/20260330T200430Z/workbench/only_voting,0.0,0.0,8451.684874912724,4831.0,0.0,5.0,0.0,0.0,31149.785708064213,18426.0,0.0,17.0,0,1,0
38756.37662592344,21328.0,0.0,21.0,0.0,0.0,5.0,54.0,0.0185185185185185,0.0,0.1111111111111111,0.0,1.0,0.0,0.0,0.0,4,workbench,0.0,1.0,0.0,1,4.0,38706.37662592344,21264.0,0.0,0.0,1.0,1.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,42.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,1.0,only_voting,/Users/maoxunhuang/Desktop/MAS_Analyzer/artifacts/full_experiment/20260330T200430Z/workbench/only_voting/multi_domain_4,multi_domain_4,only_voting,/Users/maoxunhuang/Desktop/MAS_Analyzer/artifacts/full_experiment/20260330T200430Z/workbench/only_voting,0.0,0.0,8125.630666095763,4430.0,0.0,4.0,0.0,0.0,30630.745959827676,16898.0,0.0,17.0,0,1,0
34249.785832013935,23553.0,0.0,20.0,0.0,5.0,8.0,55.0,0.0181818181818181,0.0,0.1454545454545454,0.0,1.0,0.0,0.0,0.0,4,workbench,0.0,1.0,0.0,1,5.0,32853.03241596557,22713.0,0.0,0.0,1.0,1.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,8.0,1354.7534160483629,739.0,0.0,1.0,orchestrator_no_discussion,/Users/maoxunhuang/Desktop/MAS_Analyzer/artifacts/full_experiment/20260330T200430Z/workbench/orchestrator_no_discussion/multi_domain_0,multi_domain_0,orchestrator_no_discussion,/Users/maoxunhuang/Desktop/MAS_Analyzer/artifacts/full_experiment/20260330T200430Z/workbench/orchestrator_no_discussion,0.0,0.0,11478.262292047964,4403.0,0.0,4.0,0.0,0.0,22771.523539965972,19150.0,5.0,16.0,0,1,0
100065.5623742994,30453.0,0.0,25.0,0.0,5.0,8.0,65.0,0.0153846153846153,0.0,0.123076923076923,0.0,1.0,0.0,0.0,0.0,4,workbench,0.0,1.0,0.0,1,5.0,97676.86174926348,29542.0,0.0,0.0,1.0,1.0,119.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,8.0,2336.700625035912,792.0,0.0,1.0,orchestrator_no_discussion,/Users/maoxunhuang/Desktop/MAS_Analyzer/artifacts/full_experiment/20260330T200430Z/workbench/orchestrator_no_discussion/multi_domain_1,multi_domain_1,orchestrator_no_discussion,/Users/maoxunhuang/Desktop/MAS_Analyzer/artifacts/full_experiment/20260330T200430Z/workbench/orchestrator_no_discussion,0.0,0.0,10443.184208089486,5476.0,0.0,5.0,0.0,0.0,89622.37816620992,24977.0,5.0,20.0,0,1,0
37660.068417085335,22795.0,0.0,20.0,0.0,5.0,8.0,55.0,0.0181818181818181,0.0,0.1454545454545454,0.0,1.0,0.0,0.0,0.0,4,workbench,0.0,1.0,0.0,1,5.0,36279.8426670488,22062.0,0.0,0.0,1.0,1.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,8.0,1338.2257500365376,634.0,0.0,1.0,orchestrator_no_discussion,/Users/maoxunhuang/Desktop/MAS_Analyzer/artifacts/full_experiment/20260330T200430Z/workbench/orchestrator_no_discussion/multi_domain_2,multi_domain_2,orchestrator_no_discussion,/Users/maoxunhuang/Desktop/MAS_Analyzer/artifacts/full_experiment/20260330T200430Z/workbench/orchestrator_no_discussion,0.0,0.0,8693.672332972288,4406.0,0.0,4.0,0.0,0.0,28966.396084113047,18389.0,5.0,16.0,0,1,0
30332.400585038587,21146.0,0.0,19.0,0.0,5.0,8.0,53.0,0.0188679245283018,0.0,0.1509433962264151,0.0,1.0,0.0,0.0,0.0,4,workbench,0.0,1.0,0.0,1,5.0,28799.64979295619,20363.0,0.0,0.0,1.0,1.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,38.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,8.0,1492.7507920823991,691.0,0.0,1.0,orchestrator_no_discussion,/Users/maoxunhuang/Desktop/MAS_Analyzer/artifacts/full_experiment/20260330T200430Z/workbench/orchestrator_no_discussion/multi_domain_3,multi_domain_3,orchestrator_no_discussion,/Users/maoxunhuang/Desktop/MAS_Analyzer/artifacts/full_experiment/20260330T200430Z/workbench/orchestrator_no_discussion,0.0,0.0,8451.684874912724,4831.0,0.0,5.0,0.0,0.0,21880.715710125864,16315.0,5.0,14.0,0,1,0
34623.398875141516,23466.0,0.0,21.0,0.0,5.0,8.0,57.0,0.0175438596491228,0.0,0.1403508771929824,1.0,1.0,0.0,0.0,0.0,4,workbench,1.0,1.0,1.0,1,5.0,32677.95762512833,22694.0,0.0,0.0,1.0,1.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,42.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,8.0,1901.4412500131875,681.0,0.0,1.0,orchestrator_no_discussion,/Users/maoxunhuang/Desktop/MAS_Analyzer/artifacts/full_experiment/20260330T200430Z/workbench/orchestrator_no_discussion/multi_domain_4,multi_domain_4,orchestrator_no_discussion,/Users/maoxunhuang/Desktop/MAS_Analyzer/artifacts/full_experiment/20260330T200430Z/workbench/orchestrator_no_discussion,0.0,0.0,8125.630666095763,4430.0,0.0,4.0,1.0,1.0,26497.768209045753,19036.0,5.0,17.0,1,0,0
33469.1087931823,20809.0,0.0,20.0,0.0,6.0,10.0,61.0,0.0327868852459016,0.0,0.180327868852459,0.0,1.0,0.0,0.0,0.0,5,workbench,0.0,1.0,0.0,1,7.0,33415.1087931823,20760.0,0.0,0.0,1.0,1.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,1.0,orchestrator_tree_structure,/Users/maoxunhuang/Desktop/MAS_Analyzer/artifacts/full_experiment/20260330T200430Z/workbench/orchestrator_tree_structure/multi_domain_0,multi_domain_0,orchestrator_tree_structure,/Users/maoxunhuang/Desktop/MAS_Analyzer/artifacts/full_experiment/20260330T200430Z/workbench/orchestrator_tree_structure,0.0,0.0,11478.262292047964,4403.0,0.0,4.0,0.0,0.0,21990.846501134336,16406.0,6.0,16.0,0,1,0
37735.70125022717,25568.0,0.0,24.0,0.0,6.0,10.0,69.0,0.0289855072463768,0.0,0.1594202898550724,0.0,1.0,0.0,0.0,0.0,5,workbench,0.0,1.0,0.0,1,7.0,37673.70125022717,25521.0,0.0,0.0,1.0,1.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,48.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,1.0,orchestrator_tree_structure,/Users/maoxunhuang/Desktop/MAS_Analyzer/artifacts/full_experiment/20260330T200430Z/workbench/orchestrator_tree_structure/multi_domain_1,multi_domain_1,orchestrator_tree_structure,/Users/maoxunhuang/Desktop/MAS_Analyzer/artifacts/full_experiment/20260330T200430Z/workbench/orchestrator_tree_structure,0.0,0.0,10443.184208089486,5476.0,0.0,5.0,0.0,0.0,27292.517042137682,20092.0,6.0,19.0,0,1,0
30676.881209710613,16371.0,0.0,20.0,0.0,6.0,10.0,61.0,0.0327868852459016,0.0,0.180327868852459,1.0,1.0,0.0,0.0,0.0,5,workbench,1.0,1.0,1.0,1,7.0,30622.881209710613,16297.0,0.0,0.0,1.0,1.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,1.0,orchestrator_tree_structure,/Users/maoxunhuang/Desktop/MAS_Analyzer/artifacts/full_experiment/20260330T200430Z/workbench/orchestrator_tree_structure/multi_domain_2,multi_domain_2,orchestrator_tree_structure,/Users/maoxunhuang/Desktop/MAS_Analyzer/artifacts/full_experiment/20260330T200430Z/workbench/orchestrator_tree_structure,0.0,0.0,8693.672332972288,4406.0,0.0,4.0,1.0,1.0,21983.208876738325,11965.0,6.0,16.0,1,0,0
33139.197499901056,22901.0,0.0,23.0,0.0,6.0,10.0,67.0,0.0298507462686567,0.0,0.1641791044776119,0.0,1.0,0.0,0.0,0.0,5,workbench,0.0,1.0,0.0,1,7.0,33079.197499901056,22875.0,0.0,0.0,1.0,1.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,46.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,1.0,orchestrator_tree_structure,/Users/maoxunhuang/Desktop/MAS_Analyzer/artifacts/full_experiment/20260330T200430Z/workbench/orchestrator_tree_structure/multi_domain_3,multi_domain_3,orchestrator_tree_structure,/Users/maoxunhuang/Desktop/MAS_Analyzer/artifacts/full_experiment/20260330T200430Z/workbench/orchestrator_tree_structure,0.0,0.0,8451.684874912724,4831.0,0.0,5.0,0.0,0.0,24687.512624988332,18070.0,6.0,18.0,0,1,0
67160.10795990005,43790.0,0.0,37.0,0.0,10.0,20.0,113.0,0.0353982300884955,0.2743362831858407,0.1858407079646017,1.0,1.0,0.0,0.0,0.0,5,workbench,1.0,1.0,1.0,1,13.0,67060.10795990005,43709.0,0.0,0.0,1.0,1.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,74.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,21.0,21.0,0.0,0.0,1.0,orchestrator_tree_structure,/Users/maoxunhuang/Desktop/MAS_Analyzer/artifacts/full_experiment/20260330T200430Z/workbench/orchestrator_tree_structure/multi_domain_4,multi_domain_4,orchestrator_tree_structure,/Users/maoxunhuang/Desktop/MAS_Analyzer/artifacts/full_experiment/20260330T200430Z/workbench/orchestrator_tree_structure,0.0,0.0,8125.630666095763,4430.0,0.0,4.0,1.0,1.0,59034.47729380429,39360.0,10.0,33.0,1,0,0
30776.534332735464,21168.0,0.0,18.0,0.0,5.0,8.0,52.0,0.0192307692307692,0.0,0.173076923076923,0.0,1.0,0.0,0.0,0.0,4,workbench,0.0,1.0,0.0,1,5.0,28209.086916875098,19738.0,0.0,0.0,1.0,1.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,36.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,9.0,2529.44741586037,1326.0,0.0,1.0,orchestrator_with_discussion,/Users/maoxunhuang/Desktop/MAS_Analyzer/artifacts/full_experiment/20260330T200430Z/workbench/orchestrator_with_discussion/multi_domain_0,multi_domain_0,orchestrator_with_discussion,/Users/maoxunhuang/Desktop/MAS_Analyzer/artifacts/full_experiment/20260330T200430Z/workbench/orchestrator_with_discussion,0.0,0.0,11478.262292047964,4403.0,0.0,4.0,0.0,0.0,19298.2720406875,16765.0,5.0,14.0,0,1,0
32191.230666803196,21495.0,0.0,19.0,0.0,5.0,8.0,54.0,0.0185185185185185,0.0,0.1666666666666666,0.0,1.0,0.0,0.0,0.0,4,workbench,0.0,1.0,0.0,1,5.0,28961.77741792053,20189.0,0.0,0.0,1.0,1.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,38.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,9.0,3189.4532488826662,1202.0,0.0,1.0,orchestrator_with_discussion,/Users/maoxunhuang/Desktop/MAS_Analyzer/artifacts/full_experiment/20260330T200430Z/workbench/orchestrator_with_discussion/multi_domain_1,multi_domain_1,orchestrator_with_discussion,/Users/maoxunhuang/Desktop/MAS_Analyzer/artifacts/full_experiment/20260330T200430Z/workbench/orchestrator_with_discussion,0.0,0.0,10443.184208089486,5476.0,0.0,5.0,0.0,0.0,21748.04645871371,16019.0,5.0,14.0,0,1,0
